var-0,var-1,ETIQ
0.8946,0.5133,11
0.72,0.5471,11
0.7988,0.5194,11
0.7592,0.5552,11
0.8808,0.4818,11
0.8299,0.5347,11
0.8087,0.479,11
0.8164,0.5374,11
0.8628,0.5248,11
0.762,0.5422,11
0.8188,0.4485,11
0.7152,0.4726,11
0.8283,0.5382,11
0.801,0.4811,11
0.7785,0.5806,11
