var-0,var-1,var-2,var-3,var-4,ETIQ
0.6278,0.9499,0.2154,0.7195,0.4706,5
0.616,0.9508,0.2167,0.5809,0.3453,5
0.6725,0.9576,0.2189,0.685,0.4045,5
0.6303,0.9322,0.2283,0.7639,0.4048,5
0.6091,0.9383,0.2265,0.7196,0.4402,5
0.6379,0.9723,0.2065,0.6173,0.3849,5
0.6475,0.9226,0.2235,0.6629,0.3552,5
0.6208,0.9508,0.2492,0.629,0.3541,5
0.6147,0.9579,0.2241,0.6356,0.4045,5
0.628,0.9522,0.225,0.6971,0.4457,5
0.6483,0.9632,0.197,0.6852,0.3824,5
0.6394,1.0,0.2164,0.6772,0.3986,5
0.6167,0.9476,0.2421,0.7235,0.4486,5
0.6408,0.9354,0.2027,0.7079,0.3947,5
0.6425,0.9347,0.2432,0.6848,0.4339,5
0.6649,0.9408,0.2055,0.7166,0.4876,5
0.6283,0.9643,0.2031,0.7374,0.3761,5
0.6409,0.9318,0.1993,0.7504,0.3139,5
0.6309,0.9537,0.2269,0.7077,0.4547,5
0.6097,0.9652,0.1852,0.6819,0.4002,5
0.6125,0.9377,0.2126,0.7092,0.3756,5
0.6219,0.9506,0.2267,0.6315,0.3178,5
0.6486,0.9348,0.2014,0.6616,0.3941,5
0.6338,0.9471,0.2182,0.7254,0.4573,5
0.6189,0.945,0.2134,0.7196,0.3795,5
0.682,0.9548,0.2166,0.7969,0.3941,5
0.6466,0.9571,0.2119,0.7617,0.527,5
0.6632,0.9514,0.2038,0.6322,0.4243,5
0.5936,0.9654,0.2066,0.6524,0.4438,5
0.6584,0.98,0.2159,0.6728,0.3732,5
0.6238,0.9303,0.1909,0.6306,0.3522,5
0.6697,0.9629,0.2343,0.7141,0.4142,5
0.6463,0.9724,0.2331,0.7957,0.3466,5
0.6514,0.946,0.1889,0.701,0.301,5
0.6243,0.9268,0.2315,0.7222,0.352,5
0.6325,0.9618,0.2132,0.7256,0.4459,5
0.6299,0.984,0.2248,0.7575,0.3469,5
0.6422,0.9498,0.1909,0.6474,0.4426,5
0.6234,0.9653,0.2067,0.7006,0.3593,5
0.6219,0.9303,0.1963,0.7169,0.4766,5
0.6436,0.9461,0.2219,0.6434,0.3855,5
0.6858,0.9605,0.2231,0.7119,0.451,5
0.6558,0.9589,0.2275,0.6625,0.3597,5
0.6462,0.925,0.2201,0.6532,0.4088,5
0.7012,0.9116,0.2418,0.7024,0.4217,5
0.6146,0.9699,0.2363,0.7354,0.4937,5
0.6079,0.9358,0.2426,0.6353,0.3813,5
0.6428,0.9373,0.2266,0.7009,0.4158,5
0.6396,0.9696,0.2154,0.7318,0.3228,5
0.6163,0.9263,0.1911,0.6856,0.3575,5
0.6234,0.934,0.2361,0.7326,0.4444,5
0.6486,0.9388,0.2153,0.6599,0.3757,5
0.6599,0.9375,0.2111,0.6711,0.3778,5
0.6227,0.9514,0.1931,0.8082,0.4833,5
0.6379,0.9894,0.2198,0.6887,0.4397,5
0.6522,0.934,0.2424,0.5497,0.3938,5
0.6551,0.968,0.2099,0.6161,0.4071,5
0.6439,0.954,0.1983,0.7458,0.5055,5
0.6723,0.9559,0.2055,0.6818,0.3937,5
0.6426,0.9598,0.2221,0.6698,0.373,5
0.619,0.9466,0.2197,0.6821,0.431,5
0.6307,0.956,0.1996,0.6541,0.3998,5
0.6478,0.9672,0.2146,0.7467,0.4131,5
0.691,0.9227,0.2103,0.6882,0.4376,5
0.6438,0.9499,0.2192,0.6699,0.383,5
0.6288,0.943,0.2084,0.6958,0.4237,5
0.6731,0.9661,0.247,0.8061,0.4136,5
0.6323,0.9709,0.2189,0.7833,0.3474,5
0.6962,0.9187,0.2396,0.6909,0.3412,5
0.6246,0.938,0.2282,0.7117,0.3843,5
0.6148,0.9435,0.2139,0.6366,0.4002,5
0.6145,0.9665,0.2052,0.757,0.4632,5
0.6163,0.9491,0.1936,0.681,0.3865,5
0.6352,0.9736,0.2173,0.6226,0.4653,5
0.7389,0.1708,0.5192,0.5374,0.5035,6
0.8615,0.1437,0.5252,0.6347,0.5531,6
0.8534,0.4061,0.4342,0.3185,0.5996,6
0.7298,0.1865,0.5984,0.7555,0.4496,6
0.7259,0.3189,0.5026,0.3438,0.7331,6
0.5165,0.2517,0.3774,0.4886,0.6143,6
0.7033,0.0955,0.3895,0.6069,0.6317,6
0.8554,0.136,0.4063,0.6088,0.7237,6
0.7648,0.2095,0.5771,0.2626,0.2023,6
0.6898,0.2784,0.4,0.2477,0.6889,6
0.6055,0.2467,0.6259,0.4781,0.2573,6
0.6966,0.2646,0.5241,0.5548,0.8512,6
0.7599,0.2383,0.4205,0.5528,0.6169,6
0.7626,0.2787,0.4301,0.257,0.4342,6
0.654,0.2138,0.5332,0.3268,0.5905,6
0.8697,0.1283,0.528,0.7303,0.6078,6
0.9567,0.2596,0.7113,0.9145,0.3917,6
0.7508,0.3064,0.4772,0.2972,0.5162,6
0.6673,0.251,0.4331,0.433,0.7818,6
0.6554,0.297,0.5903,0.5233,0.5164,6
0.6979,0.3572,0.4849,0.9885,0.4792,6
0.8283,0.2692,0.4942,0.4886,0.5823,6
0.5885,0.308,0.4746,0.2049,0.3998,6
0.7136,0.3151,0.3698,0.4212,0.2657,6
0.8152,0.2924,0.4439,0.7573,0.2113,6
0.77,0.1696,0.4381,0.6176,0.3309,6
0.7121,0.2736,0.5484,0.4633,0.4361,6
0.6396,0.1918,0.4558,0.348,0.6168,6
0.882,0.0507,0.4984,0.6683,0.2087,6
0.7367,0.165,0.5734,0.7913,0.6642,6
0.7212,0.4065,0.4165,0.5816,0.5932,6
0.7372,0.2014,0.5992,0.4287,0.293,6
0.8366,0.0,0.3502,0.3342,0.3896,6
0.6731,0.2936,0.2512,0.3382,0.6247,6
0.616,0.3869,0.3454,0.5523,0.3654,6
0.7513,0.4665,0.4579,0.4782,0.2923,6
0.9053,0.1986,0.5373,0.4837,0.3321,6
0.7345,0.3398,0.3791,0.5155,0.6506,6
0.8342,0.2285,0.4884,0.619,0.6099,6
0.5883,0.0851,0.3864,0.5488,0.7116,6
0.7435,0.194,0.5359,0.4992,0.099,6
0.8478,0.2587,0.6554,0.6305,0.6365,6
0.9614,0.2822,0.4847,0.1362,0.5716,6
1.0,0.295,0.5273,0.2628,0.7305,6
0.8332,0.2149,0.5205,0.6286,0.6521,6
0.8382,0.2272,0.492,0.5217,0.378,6
0.7487,0.1866,0.3518,0.5768,0.8256,6
0.6513,0.1652,0.4799,0.6599,0.7186,6
0.7946,0.2652,0.409,0.3599,0.8289,6
0.7664,0.0529,0.4974,0.4192,0.6333,6
0.7985,0.1767,0.3637,0.5744,0.5752,6
0.7676,0.3535,0.4526,0.5699,0.4946,6
0.7934,0.2268,0.4751,0.3434,0.4664,6
0.7203,0.1532,0.4314,0.4371,0.1827,6
0.7672,0.1775,0.5434,0.4451,0.4899,6
0.8302,0.175,0.3508,0.6825,0.2284,6
0.8906,0.2871,0.3356,0.6957,0.3551,6
0.7821,0.3017,0.3721,0.4455,0.5246,6
0.8485,0.0506,0.5533,0.8108,0.1677,6
0.8305,0.3215,0.4682,0.2645,0.2932,6
0.7998,0.1855,0.5895,0.5763,0.7577,6
0.7521,0.3897,0.5372,0.3735,0.7938,6
0.8805,0.2296,0.4818,0.9236,0.8018,6
0.5662,0.2632,0.5967,0.2621,0.6522,6
0.8891,0.306,0.506,0.5172,0.3623,6
0.8227,0.2933,0.5157,0.1159,0.6509,6
0.6669,0.2594,0.4784,0.4713,0.412,6
0.6821,0.3022,0.3919,0.4396,0.3475,6
0.7169,0.2798,0.3551,0.577,0.5551,6
0.6523,0.3401,0.5092,0.2728,0.4588,6
0.7385,0.3317,0.4531,0.4789,0.6073,6
0.7979,0.2351,0.392,0.4976,0.8273,6
0.6205,0.2268,0.5525,0.6749,0.2941,6
0.7647,0.2744,0.5113,0.2496,0.5464,6
0.7055,0.031,0.596,0.4926,0.1785,6
0.792,0.3661,0.5576,0.3576,0.749,6
0.9195,0.1192,0.3782,0.573,0.5517,6
0.8597,0.3404,0.6165,0.5359,0.3579,6
0.9064,0.4068,0.437,0.5372,0.742,6
0.7977,0.1582,0.472,0.5967,0.4256,6
0.8857,0.1846,0.6486,0.5894,0.58,6
0.6601,0.2606,0.5531,0.2794,0.4957,6
0.7839,0.3393,0.5474,0.6388,0.5528,6
0.9761,0.2624,0.3898,0.5024,0.5877,6
0.8283,0.2226,0.5315,0.6152,0.4601,6
0.7384,0.3002,0.627,0.2128,0.3321,6
0.7328,0.263,0.3808,0.5704,0.517,6
0.9534,0.167,0.31,0.395,0.4463,6
0.8708,0.2581,0.4998,0.2526,0.6162,6
0.7931,0.4163,0.4795,0.2749,0.6626,6
0.8013,0.2703,0.4358,0.5371,0.499,6
0.9013,0.2704,0.489,0.4047,0.5171,6
0.6412,0.2164,0.5143,0.5523,0.396,6
0.6429,0.2719,0.4736,0.4054,0.5071,6
0.7511,0.3044,0.4067,0.181,0.4232,6
0.7936,0.2292,0.4447,0.4642,0.414,6
0.7154,0.2385,0.4993,0.4406,0.6284,6
0.6948,0.17,0.6108,0.4143,0.4437,6
0.745,0.1455,0.4179,0.9514,0.5341,6
0.8367,0.1417,0.5452,0.3296,0.6691,6
