var-0,var-1,var-2,ETIQ
0.677,0.7222,0.4533,8
0.6007,0.7174,0.3966,8
0.6624,0.774,0.4282,8
0.6353,0.7703,0.415,8
0.6232,0.7963,0.457,8
0.6153,0.7431,0.4864,8
0.6562,0.6614,0.4596,8
0.6848,0.7424,0.5346,8
0.5867,0.7204,0.4173,8
0.6431,0.798,0.4282,8
0.6651,0.7599,0.4937,8
0.6634,0.7526,0.4691,8
0.5987,0.7996,0.4681,8
0.6509,0.7208,0.4665,8
0.6427,0.7539,0.4731,8
0.7286,0.8128,0.4503,8
0.6807,0.7748,0.4528,8
0.5605,0.7443,0.4544,8
0.6536,0.7693,0.3755,8
0.6213,0.799,0.4413,8
0.5697,0.758,0.4444,8
0.5909,0.7455,0.4353,8
0.5844,0.7975,0.4358,8
0.5717,0.803,0.4548,8
0.6718,0.7581,0.4144,8
0.685,0.7457,0.4453,8
0.5766,0.7282,0.484,8
0.5809,0.7365,0.4266,8
0.677,0.7218,0.4673,8
0.6125,0.7132,0.4721,8
0.612,0.7032,0.448,8
0.5932,0.7343,0.3995,8
0.5943,0.7229,0.4478,8
0.684,0.7979,0.3832,8
0.6372,0.6879,0.407,8
0.6479,0.7201,0.4551,8
0.6584,0.8116,0.3783,8
0.662,0.7507,0.4536,8
0.5843,0.7375,0.4475,8
0.6187,0.793,0.4495,8
0.5728,0.7537,0.4096,8
0.4851,0.6693,0.4623,8
0.6074,0.7368,0.4719,8
0.6107,0.7212,0.532,8
0.5665,0.7605,0.432,8
0.6023,0.7208,0.4904,8
0.5948,0.6972,0.484,8
0.6595,0.8287,0.4468,8
0.6013,0.7411,0.5041,8
0.6088,0.7689,0.4728,8
0.6829,0.7791,0.4125,8
0.5876,0.7161,0.4719,8
0.6327,0.6859,0.4834,8
0.5894,0.7513,0.4276,8
0.6544,0.7274,0.428,8
0.6225,0.7753,0.4029,8
0.6661,0.7412,0.5184,8
0.5652,0.7513,0.4657,8
0.5722,0.7941,0.4442,8
0.6075,0.742,0.4836,8
0.6306,0.7377,0.4485,8
0.6335,0.7953,0.4453,8
0.1912,0.6013,0.9229,9
0.2364,0.5132,0.8478,9
0.2528,0.5023,0.8812,9
0.2021,0.5945,1.0,9
0.2042,0.5406,0.816,9
0.1264,0.5363,0.8481,9
0.1804,0.553,0.8687,9
0.2017,0.5134,0.9284,9
0.1901,0.5993,0.8536,9
0.2904,0.5315,0.8511,9
0.144,0.5517,0.8748,9
0.1413,0.5318,0.8086,9
0.1371,0.5667,0.8592,9
0.2254,0.4263,0.9545,9
0.1475,0.5022,0.8323,9
0.1933,0.4543,0.9154,9
0.1275,0.4872,0.943,9
0.2358,0.561,0.8675,9
0.1735,0.5427,0.8575,9
0.1544,0.5057,0.8923,9
0.2376,0.6512,0.9649,9
0.1905,0.5479,0.8474,9
0.1436,0.5829,0.8552,9
0.2561,0.5541,0.9156,9
0.1806,0.5286,0.9635,9
0.2199,0.5103,0.7937,9
0.2537,0.5353,0.8339,9
0.1839,0.5297,0.9188,9
0.1526,0.5513,0.9202,9
0.2359,0.4138,0.84,9
0.2287,0.5632,0.9445,9
0.1368,0.5298,0.7921,9
0.1515,0.5472,0.878,9
0.1705,0.4811,0.781,9
0.1756,0.5608,0.8466,9
0.1632,0.5655,0.8573,9
0.1808,0.5755,0.861,9
0.1105,0.5626,0.8743,9
0.1944,0.4348,0.8525,9
0.2174,0.5475,0.9183,9
0.1396,0.5157,0.9339,9
0.1267,0.4199,0.8508,9
0.1859,0.4196,0.828,9
0.2661,0.4964,0.865,9
0.1845,0.5131,0.8484,9
0.1509,0.5194,0.8679,9
0.2361,0.5654,0.8303,9
0.0898,0.5259,0.8584,9
0.164,0.5607,0.936,9
0.1154,0.5016,0.8688,9
0.1498,0.5135,0.8649,9
0.1792,0.4842,0.8836,9
0.1169,0.4097,0.9195,9
0.2277,0.4964,0.8312,9
0.1838,0.5061,0.9489,9
0.2047,0.4854,0.9114,9
0.191,0.5597,0.8681,9
0.1954,0.5237,0.9179,9
0.079,0.5548,0.8603,9
0.272,0.5293,0.9046,9
0.1967,0.5011,0.9981,9
0.2804,0.4531,0.8068,9
0.0897,0.5363,0.8732,9
0.2184,0.4972,0.874,9
0.184,0.5503,0.8894,9
0.1901,0.5488,0.9474,9
0.2161,0.5677,0.9315,9
0.2487,0.5873,0.8626,9
0.1213,0.5001,0.8429,9
0.1673,0.4454,0.7936,9
0.1801,0.5628,0.9021,9
0.1169,0.4459,0.7841,9
0.1721,0.5104,0.7669,9
0.1462,0.5427,0.8704,9
0.1562,0.4446,0.9251,9
0.1042,0.4646,0.858,9
0.1715,0.5263,0.7858,9
0.2159,0.5596,0.8555,9
0.1864,0.5628,0.8917,9
0.246,0.5115,0.9067,9
0.0556,0.5189,0.8795,9
0.2115,0.5458,0.822,9
0.1661,0.5313,0.8686,9
0.1851,0.5246,0.942,9
0.1446,0.4876,0.9441,9
0.1326,0.5987,0.9019,9
0.2138,0.4754,0.902,9
0.1845,0.5405,0.8524,9
0.1328,0.5073,0.8716,9
0.1036,0.5281,0.9076,9
0.154,0.585,0.8763,9
0.1493,0.5293,0.8943,9
0.2341,0.5349,0.8749,9
0.2,0.5141,0.7989,9
0.0,0.4779,0.8701,9
0.1665,0.4944,0.9195,9
0.2771,0.4571,0.9114,9
0.1874,0.5561,0.8648,9
0.1876,0.5524,0.8872,9
0.1418,0.5704,0.8463,9
