var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,ETIQ
0.8243,0.1497,0.1445,0.4933,0.4912,0.522,0.149,0.8305,0.8448,0.1723,0.1754,0.4846,0.5148,0.5042,0.499,0.1493,0.3678399434212335,0.527342422938761,0.45800692182341407,0.7383088323421261,0.24689203895806622,0.09160958561529808,0.7718210975776724,0.6096757963176387,0.8486316239631561,0.39633118173627085,0.4902786760027547,0.36066653287250056,0.7470919140305854,0.5675593351926621,0.2148168521716977,0.3413393094958469,3
0.8506,0.1429,0.1985,0.4953,0.4803,0.5204,0.1659,0.8148,0.8558,0.1812,0.1871,0.5173,0.5115,0.4762,0.4798,0.2018,0.46942771134146866,0.44568660988315434,0.8597130499621682,0.3081086537995692,0.2715713353858391,0.843673650162114,0.3092041027852993,0.8274895270916623,0.11803025741115729,0.4063021749404686,0.506673432980115,0.3072093082431167,0.26764826735357944,0.20424659900281614,0.42741853499853083,0.7612385914123021,3
0.795,0.2736,0.0545,0.392,0.6047,0.4787,0.1679,0.8238,0.8898,0.1574,0.1698,0.5115,0.5951,0.6156,0.5894,0.1159,0.05541123761764355,0.3217713987361991,0.30846658657544535,0.8439529918927475,0.4430738472221307,0.9946616873437983,0.7637052225166666,0.6940019893696253,0.46565143649761603,0.09019465701328494,0.5728515421803441,0.35823383387429514,0.7609306530634381,0.2886732733440451,0.21652008279344426,0.6779289879127725,3
0.8953,0.1921,0.1175,0.4863,0.4405,0.4461,0.1213,0.7727,0.911,0.1777,0.104,0.479,0.5615,0.4551,0.4432,0.2275,0.34524458811635383,0.5384248127564784,0.5611947741341424,0.4551051703221982,0.10928838461693802,0.3191584884895995,0.50783499810869,0.291066289887846,0.16589050775199662,0.35025081135153746,0.7792343256401877,0.46052647333322666,0.7176314004057787,0.9304650646351749,0.4451493895755535,0.7582037667532676,3
0.8385,0.1662,0.1585,0.5141,0.5106,0.4932,0.1632,0.8329,0.8419,0.1798,0.1804,0.4955,0.5143,0.5042,0.4991,0.1667,0.5618144855406058,0.2799747046531942,0.8300379519579738,0.19261595541655863,0.7073915145435968,0.746303508850882,0.955763272349844,0.7866445206071353,0.6773041279045037,0.6319476072205282,0.500280886208503,0.5374645076994006,0.811519836998435,0.8549377603047139,0.8388738280373949,0.7283583854552,3
0.8534,0.1389,0.1308,0.4286,0.5287,0.4656,0.2128,0.8592,0.8499,0.2333,0.093,0.5677,0.4722,0.5713,0.4272,0.1409,0.5195548863450133,0.20564773155373728,0.04592959154082821,0.5706557690159179,0.8386240342105797,0.6426713750638394,0.5765590831960741,0.9148496194981857,0.3705377585572337,0.9070255372984938,0.8159802324658629,0.33802014895124705,0.3900996943907819,0.3617812829348752,0.7011367149775338,0.7478063623868583,3
0.8531,0.1778,0.1427,0.4895,0.4689,0.4513,0.1384,0.8128,0.8682,0.145,0.1553,0.5329,0.5284,0.5492,0.4516,0.2048,0.7233336641229254,0.6559307192473035,0.8801406697754652,0.616097077290974,0.9363043740307511,0.01007700104699727,0.7582357624895819,0.2692572321616211,0.5721171207276291,0.3696745542872484,0.6587304168870073,0.2986612201087492,0.3310168481538258,0.8507045219672575,0.3681167895787396,0.8305260085667765,3
0.8815,0.2357,0.0901,0.5272,0.5768,0.4742,0.1375,0.912,0.8136,0.1895,0.2174,0.4461,0.4944,0.5454,0.559,0.1138,0.9785193987653961,0.8916491617224922,0.8144663790003004,0.8314442413797289,0.09290843091872603,0.00452104515494034,0.3963478119042846,0.024393633291143746,0.3231101903002981,0.5249443325281274,0.17494533988971106,0.1862801132274418,0.18987461961301022,0.5975953795565683,0.6029801591944547,0.26535665337404957,3
0.8449,0.1876,0.1653,0.5151,0.4974,0.5119,0.148,0.8161,0.8421,0.1363,0.1748,0.4851,0.4828,0.4994,0.47,0.1689,0.9713681940827128,0.0838983736915685,0.3320745121077081,0.2760718648799898,0.5350647387605676,0.8169918919883534,0.06758392056674278,0.4172556429867941,0.2084703505176419,0.5490187354100479,0.45203097352931365,0.4917903020762824,0.728766701576042,0.9057663279228111,0.4907318624976431,0.7643552228034651,3
0.8237,0.1672,0.1896,0.4633,0.5335,0.4594,0.1562,0.853,0.917,0.222,0.1275,0.4282,0.5367,0.4935,0.5191,0.1266,0.12340933672078025,0.6048547516203997,0.5362928597164055,0.1315671562916091,0.6937142431231578,0.1704566376978356,0.15768985872869967,0.7764330722472288,0.9445457645809217,0.24095615598935902,0.14415448224012065,0.9450889720313466,0.12048552233928393,0.6268427945105157,0.7935099554072683,0.7232115347769358,3
0.8845,0.2323,0.1639,0.5872,0.4148,0.5215,0.1722,0.9093,0.7838,0.1289,0.1673,0.5853,0.5351,0.4743,0.5367,0.2012,0.13127681595489227,0.6085363208511892,0.7236920433794192,0.10766749451407065,0.8652870828129031,0.3082648969641295,0.5763218745921372,0.3805826054980579,0.11420142993313052,0.2995637835498541,0.26753181425110334,0.46567304159335005,0.563138515222526,0.6960894248354719,0.1669720176679803,0.8597419081465575,3
0.7662,0.142,0.2469,0.5746,0.4386,0.4628,0.1129,0.8686,0.8639,0.1967,0.122,0.4628,0.5853,0.4848,0.4824,0.2372,0.9858062731577434,0.8961076511386173,0.36532017539816186,0.32215121196154217,0.9130254750047251,0.8785042209142275,0.821125386556558,0.9135815472366853,0.1995418528175274,0.7160850005837883,0.2568459207162085,0.539569915737239,0.3060210354061787,0.6728618341805178,0.47291842035273624,0.6861480165392447,3
0.8116,0.1799,0.1371,0.5366,0.4889,0.5005,0.1864,0.8367,0.8145,0.199,0.1663,0.5194,0.4636,0.5092,0.4758,0.1296,0.9902869542172258,0.24271115003597765,0.9415481385745892,0.5714706376167686,0.5200007596275286,0.35948433721450246,0.8039337508733719,0.6920256725748865,0.8305229016111815,0.33100669454668563,0.6136257254241684,0.15916955082801557,0.24571492556695387,0.7644541186646716,0.2553112390377646,0.46015739235531966,3
0.825,0.164,0.1068,0.4696,0.4644,0.5328,0.1531,0.8622,0.8796,0.1269,0.1161,0.5438,0.517,0.5426,0.5394,0.1729,0.01222654918073951,0.9067146907571184,0.4987765975335523,0.2402967040973759,0.6060575041307498,0.4281884625333813,0.3484219478528291,0.383314673671201,0.9073596956789888,0.7703413855552175,0.3224169663515627,0.3953128814136398,0.5183221849698019,0.5216742114475521,0.6088460797480981,0.6507330735322299,3
0.8978,0.1674,0.1245,0.5444,0.4834,0.5237,0.1207,0.8846,0.8077,0.1833,0.105,0.5508,0.4362,0.4697,0.5642,0.1965,0.9536462613350395,0.19416546602512197,0.5232599331797919,0.4574654691168868,0.058688570905361837,0.5423316469456624,0.5633617387314964,0.689758773629181,0.7322710651641895,0.5499450015464066,0.7760687609599319,0.14540463024864272,0.3165048555906694,0.3842416492426189,0.7937064232809115,0.4431536541945526,3
0.8377,0.2322,0.1556,0.4786,0.5095,0.4805,0.1914,0.7972,0.817,0.1546,0.2017,0.5241,0.5544,0.4528,0.5205,0.1472,0.5836111877769936,0.2503743713190022,0.10464966193533443,0.7909353637666692,0.852787247641039,0.2915611248217975,0.38042840681093837,0.7773182874990493,0.5650980653020067,0.9510825316660988,0.4666850281677675,0.4146483841619694,0.801690822752788,0.7088764036476803,0.18142322988850013,0.7256025894834613,3
0.9483,0.2345,0.1668,0.4368,0.5198,0.4804,0.054,0.7497,0.7972,0.1775,0.1302,0.3742,0.5495,0.4959,0.5251,0.0439,0.4814310256620643,0.7643732033862142,0.9067710254103898,0.42715951073126723,0.9567348230416747,0.2722098438066335,0.1731995692737177,0.24225271808541737,0.08453137181939173,0.1933029311846481,0.21952858819362814,0.7858758888105097,0.35142680008655236,0.05156866129195308,0.35797542471468524,0.435206812951884,3
0.8485,0.0922,0.2165,0.5645,0.5549,0.4726,0.2066,0.8502,0.7816,0.1032,0.113,0.5504,0.4866,0.5608,0.4861,0.2223,0.12233358924468796,0.5971440562414256,0.7966729002359622,0.9883778668715818,0.444323899919414,0.8236753035037269,0.6792923685642726,0.4424682263585866,0.2119058325385454,0.5816229603463708,0.5862144883325832,0.3941960314007821,0.07870854747186411,0.7443206483576162,0.6002783650519792,0.8173466964595151,3
0.8335,0.167,0.1669,0.4996,0.5005,0.4995,0.1665,0.8337,0.833,0.1672,0.1662,0.4998,0.4999,0.5004,0.4995,0.1667,0.30895631098583454,0.401903710372419,0.8147367170392739,0.29229782983048247,0.23276549193183138,0.20282712573340456,0.3513577369447989,0.16180875162667163,0.2746021711925769,0.2132814965882343,0.4440197525541086,0.5763981705684631,0.06667466656455841,0.5961116152519973,0.5529794607870736,0.26493256919433317,3
0.826,0.1655,0.1477,0.4699,0.5011,0.5,0.134,0.8606,0.801,0.1626,0.1321,0.4618,0.4673,0.4777,0.4956,0.1862,0.2663259924066649,0.015350983958863473,0.7906834889577777,0.31952057701574754,0.33082291218307924,0.2762759058122646,0.10242163397331383,0.3218800371361312,0.21375844415720777,0.4925448640792198,0.2929150763942942,0.39148472375532184,0.5011811699032181,0.654462753433268,0.4004371808791528,0.34585376130712864,3
0.874,0.2275,0.2334,0.4269,0.5531,0.4647,0.0977,0.8712,0.7862,0.191,0.1627,0.4582,0.4766,0.5468,0.431,0.0939,0.4650543383868839,0.9604528121045227,0.32353336563436863,0.41466947669790843,0.39901118247624623,0.4648308162337812,0.6166555629587759,0.6667439800624313,0.2718176050832368,0.20382419580269637,0.2656117147414956,0.21052091547948787,0.6479594699294401,0.5561766371204748,0.5915881620333061,0.36722207939258966,3
0.817,0.1563,0.183,0.489,0.4897,0.5064,0.1516,0.8444,0.8462,0.179,0.151,0.511,0.5173,0.4867,0.5104,0.1841,0.3098469768214295,0.3952618307579674,0.6534733102725585,0.7639558825076743,0.28925037611740345,0.02634514640421881,0.9826131131980167,0.5946352142565731,0.44675160440597017,0.8772318478028657,0.2791825421140608,0.3636035703513279,0.851922765279966,0.6341980111539531,0.6990507258792849,0.15035800426929832,3
0.8678,0.2677,0.1289,0.4052,0.5517,0.4986,0.2704,0.9426,0.8677,0.187,0.2298,0.5552,0.4609,0.5184,0.4596,0.1146,0.5213666639317508,0.3752408500288723,0.7565387010204889,0.3834830360083721,0.9765556028156136,0.3611523039912562,0.9414735593909115,0.03496449344987573,0.7480181708437066,0.43311893151200437,0.5322342119074122,0.8566671334795892,0.270069286892295,0.7572717938225703,0.2684935162255062,0.13042646954441672,3
0.8089,0.129,0.0971,0.5744,0.4883,0.5403,0.0949,0.7492,0.7627,0.101,0.2226,0.416,0.4745,0.4093,0.576,0.2254,0.3827724285007511,0.4512198309423492,0.4997313632842041,0.16057983161308342,0.7211370523857397,0.15091926956079005,0.1423012956491866,0.9010413760472622,0.6298966312685199,0.46112918957969157,0.6600769951598975,0.6817887433474787,0.25950997995852665,0.7062125135182281,0.15945379392332248,0.1979679761295933,3
0.9304,0.2502,0.1647,0.48,0.5151,0.5304,0.1854,0.7449,0.8486,0.1541,0.1318,0.3996,0.4677,0.4548,0.4794,0.1996,0.4380822198007548,0.8752348556438238,0.3565443154454593,0.893464603363766,0.08567894665735576,0.9186407628224363,0.9691512640838318,0.6573857549198153,0.8052230525909709,0.28168972744253373,0.5803629481415974,0.24040928151951568,0.154851667855815,0.1450460984021001,0.890454576596423,0.5218324007053692,3
0.8099,0.1384,0.1839,0.4696,0.5185,0.4832,0.1754,0.8267,0.8322,0.1539,0.1772,0.4804,0.5109,0.4783,0.5046,0.1884,0.19802943496270142,0.962227991466964,0.2692574011632093,0.573584798010323,0.47088518062787466,0.9554311348483709,0.6304073122831717,0.8073753556255198,0.7509725761275274,0.25896168092417204,0.6648231085614821,0.5622647387945082,0.24371170126605526,0.15112348993024605,0.7973034510584054,0.09746320636696658,3
0.8028,0.195,0.1538,0.5247,0.5379,0.5516,0.2069,0.8691,0.7808,0.1153,0.133,0.483,0.5492,0.4421,0.545,0.1128,0.4102688614344625,0.2646417532233969,0.3344349725814014,0.5762815875349542,0.7636808975014239,0.7529631354031745,0.8719291918321772,0.5757318447884688,0.5374894397424282,0.5513378218386976,0.7508496815578585,0.24958927882631363,0.5081627205583847,0.2630276999810476,0.6717152274532329,0.6592582136126122,3
0.8545,0.1774,0.17,0.5223,0.5186,0.508,0.1627,0.8247,0.8134,0.1622,0.1487,0.5211,0.499,0.4873,0.4935,0.1641,0.5534847745417742,0.4267339699129026,0.29460006436845265,0.7461134760921871,0.07976762471197862,0.6466175928635702,0.17248846203571067,0.04986000390633405,0.7896837075722162,0.31948650379487814,0.3236689811466251,0.46066487270480866,0.35353622466384416,0.8283807681169881,0.313352471188234,0.8133918751266687,3
0.8252,0.171,0.1603,0.4965,0.499,0.4936,0.1631,0.8369,0.8431,0.1716,0.1711,0.5044,0.5093,0.4905,0.5071,0.1656,0.5091393707805113,0.7314001995378636,0.5092736820182177,0.903175250856801,0.8259954960507409,0.7160503913541663,0.7172519484779623,0.8273343734622332,0.832742714091805,0.27375073946551365,0.6479078937474284,0.520383949784449,0.21963849563481067,0.5482170854712396,0.17660508977576497,0.21605286338411372,3
0.8553,0.2226,0.2177,0.5099,0.4758,0.5346,0.2207,0.8071,0.8278,0.2026,0.2036,0.5224,0.4995,0.4957,0.5348,0.2145,0.35829792390341375,0.7859862288533633,0.026877905375214506,0.9951780920704971,0.17414316263781637,0.40578180013206844,0.3639737526050524,0.2941835899727093,0.2633718067685941,0.8932827975205295,0.2620644779894005,0.37829869731449334,0.40016435239824005,0.632013080684693,0.4306920434370243,0.16493664050376192,3
0.8214,0.1867,0.1372,0.5353,0.4883,0.516,0.1326,0.7935,0.873,0.1464,0.1608,0.5376,0.4909,0.4695,0.4825,0.1664,0.09099300770306673,0.9391049430470508,0.9393631371849481,0.9273595261463738,0.6111543352976162,0.16877872291438534,0.6336555500811973,0.9025609923945431,0.5579838446845992,0.3351693307988429,0.44735105396615865,0.259523007462811,0.852816849553181,0.8715460409547725,0.30026924634385477,0.4189067898924196,3
0.8441,0.2017,0.1516,0.4737,0.529,0.4822,0.1952,0.8029,0.8187,0.1466,0.1697,0.5145,0.4776,0.4878,0.5218,0.1927,0.33198435637894896,0.0826646269845851,0.6920645561942592,0.7840475035759553,0.42165437911813697,0.569298100088587,0.6922268398598455,0.523158572288785,0.875695897432505,0.3022389266070701,0.38592523190145667,0.4915796168493942,0.5673010841542965,0.3543782554802415,0.2696867747108636,0.13428897299837522,3
0.8858,0.2925,0.1161,0.4059,0.4428,0.5352,0.2436,0.8195,0.8014,0.1814,0.18,0.5159,0.5032,0.4813,0.5311,0.11,0.8838626569916171,0.26117642947550823,0.18602199764175809,0.7271245414516839,0.8937196920417294,0.9603375043273163,0.13882089954210497,0.372212278303396,0.6283365785362934,0.5896040880314936,0.1790809445239988,0.6852074055156289,0.5334635522906227,0.14738275444509777,0.09176005511993923,0.6968312772385351,3
0.867,0.2056,0.1468,0.4666,0.5019,0.4824,0.143,0.7887,0.8292,0.1542,0.1474,0.5243,0.4732,0.4815,0.5237,0.1215,0.23037415445599418,0.547843656291918,0.27739699742496715,0.6977288860223023,0.4767686806283987,0.7568912339453787,0.6353840724606117,0.9306516585728019,0.35226148715877953,0.645896095895746,0.1896582967945498,0.3991898630482193,0.29780919922609955,0.37005449901886406,0.34076137257335665,0.2532894922873296,3
0.7909,0.1624,0.1699,0.5388,0.4835,0.4757,0.1652,0.8136,0.8248,0.1489,0.2122,0.476,0.4542,0.4964,0.4569,0.189,0.34387453343627983,0.7191557340061916,0.5711235276140665,0.4914902928175249,0.2747971118794639,0.38454161794927877,0.8081842425740481,0.6751953426748923,0.7611041194928555,0.44343377357756225,0.3756348850694988,0.6841026366031795,0.2836573507311103,0.46835360485818206,0.6159845464918596,0.6778720112982758,3
0.8489,0.1733,0.1715,0.5042,0.5057,0.4866,0.1621,0.8235,0.8521,0.1665,0.1694,0.4894,0.4823,0.5043,0.4849,0.1494,0.6670992659429317,0.6567526900282668,0.4015404131757584,0.7863001046828806,0.736439823479648,0.8709527949770002,0.7832294616248796,0.5843711991412059,0.8529731381971801,0.7885487380935949,0.190167514253889,0.6589653816215706,0.6395824968900053,0.6114095770050453,0.24672824255834,0.40143740511226755,3
0.8274,0.164,0.2039,0.5096,0.5355,0.4946,0.1233,0.8038,0.8694,0.1835,0.1747,0.457,0.4693,0.5261,0.5305,0.155,0.7462428211762016,0.07587559210921624,0.9499060285956574,0.38356372965738805,0.16885057622213284,0.05100903803444856,0.6737107457259168,0.20347254221023237,0.6326326924697333,0.559296253433986,0.2791591477334687,0.7907350072839547,0.19032356972294753,0.5854343362533501,0.3471565559623695,0.9441304939390092,3
0.8808,0.093,0.1455,0.4505,0.4321,0.4508,0.1578,0.8695,0.8344,0.2241,0.1356,0.4231,0.525,0.5482,0.5459,0.0879,0.7393271443566628,0.3280017292111619,0.3977727285260375,0.3619741457615333,0.7686114802704999,0.998423844293095,0.9154799961446766,0.0743760749108161,0.344846575944932,0.32029603354629177,0.28222094939948783,0.8322973295064128,0.5408891163060063,0.6054390087043633,0.4241939395389771,0.6917078812662426,3
0.7376,0.2501,0.1349,0.4723,0.4647,0.4003,0.2376,0.8363,0.8667,0.239,0.081,0.5269,0.4762,0.3873,0.432,0.0581,0.11875100998613175,0.5812752497336681,0.8274669099348906,0.8224516078344496,0.6543686654411179,0.8524726463372465,0.5942142345297009,0.5073601643476323,0.7196250426594197,0.5086286171311482,0.45186591854362973,0.2723813753212945,0.36682464537881104,0.4944177816674462,0.797881120767669,0.3340370132191513,3
0.7778,0.0518,0.1009,0.5481,0.4701,0.3909,0.1778,0.7694,0.7541,0.0474,0.14,0.5671,0.5245,0.4181,0.5616,0.1724,0.019787931248932522,0.8257205325866116,0.18546710549756484,0.3348738806258674,0.5798680836831315,0.29183551977792244,0.9508374851304063,0.9878146890955992,0.39552970895885486,0.7979274088903141,0.41153605837452145,0.47186585741297,0.0723303304644006,0.6757783751445468,0.3506772708813506,0.6096391808141035,3
0.8567,0.1304,0.1929,0.4612,0.538,0.4572,0.1108,0.8902,0.7869,0.113,0.2197,0.5093,0.5043,0.4447,0.5481,0.1435,0.10538684174507318,0.8224537086839006,0.3619211919491694,0.3576855711822725,0.3650635286950823,0.8823056433895774,0.2621048712596584,0.9011253175864291,0.18361865596161608,0.4533400003211896,0.6000540110739954,0.4525866415298963,0.7336276129100622,0.7576803732831894,0.192590308952269,0.9099247887261285,3
0.8003,0.1961,0.1663,0.4744,0.5153,0.5355,0.1466,0.8323,0.8363,0.1346,0.1358,0.5286,0.5182,0.5343,0.5244,0.2047,0.7122386659684777,0.21605244959645553,0.014299597098525796,0.6471867985813945,0.5900766231143868,0.17286334371819945,0.10454651954453731,0.9538022248873936,0.8138867647918008,0.48742032712432126,0.3384390268864568,0.5733891784989732,0.6244747738403722,0.6749744013856084,0.6918750094707794,0.4862063215761475,3
0.8325,0.1538,0.1606,0.5063,0.5007,0.5044,0.1688,0.8388,0.8224,0.157,0.1556,0.4904,0.5096,0.4923,0.5124,0.1549,0.4480220896873507,0.7691852034942126,0.01957800608170479,0.269280982747344,0.4318747336731569,0.3590205947290601,0.6151257059009715,0.9404998016148219,0.9199895201464081,0.47381444642791914,0.478037331625642,0.8808342255214692,0.7522450810943015,0.6427657936571435,0.6854014620793464,0.2615926348352699,3
0.8787,0.1365,0.1213,0.5144,0.4709,0.5075,0.1398,0.8292,0.8663,0.1641,0.1626,0.4951,0.4866,0.5229,0.5486,0.1348,0.5165671806081817,0.9235061695090645,0.5484757847751295,0.7844447214239488,0.2125937266109943,0.41602393818988037,0.5547131974518852,0.07354227208997766,0.29530836086879775,0.2782740020798726,0.11534399295752717,0.606492395142681,0.9420617143748162,0.3280753207498923,0.48460190715666907,0.7026595460041368,3
0.8366,0.1724,0.1652,0.4887,0.4988,0.5008,0.1483,0.829,0.8357,0.152,0.1776,0.5104,0.5092,0.5054,0.4839,0.1513,0.7877830335658504,0.20534508702761223,0.9623967195311293,0.1521528621214422,0.5601893002068561,0.9401726953152623,0.5812897777974811,0.4657276253981193,0.8012866541883786,0.3093743513491547,0.13913998958109314,0.6913581979728487,0.5934466601673825,0.7734547819720323,0.8010228979510511,0.6064423249924882,3
0.8323,0.1671,0.1649,0.5012,0.5013,0.4991,0.1667,0.8315,0.8349,0.1673,0.1659,0.5018,0.4993,0.5012,0.5012,0.165,0.8125862313849346,0.4680169610127817,0.54953354622363,0.8178523252578921,0.14015243952911594,0.22246366170056775,0.019066926714663035,0.6359192110272284,0.8281430547328325,0.41728819044008153,0.6809181332659935,0.2896392382200441,0.9377554986254755,0.3563238579994637,0.6117358324545539,0.7191603271642829,3
0.8874,0.1513,0.2395,0.4279,0.4651,0.5385,0.09,0.8568,0.9204,0.1984,0.1516,0.4277,0.5864,0.5038,0.5276,0.087,0.8275105348423779,0.6128158897519478,0.5218578976467234,0.7172575853778848,0.0005691327049561767,0.06991348259268415,0.25542732778139343,0.2439105200221553,0.05624264201939658,0.6197564629638721,0.7060592678276625,0.19693951719569017,0.266311073860899,0.6682892599117716,0.19615571504252502,0.4714275104431934,3
0.8288,0.1606,0.2243,0.4085,0.5419,0.5496,0.2438,0.7279,0.8347,0.1349,0.1376,0.4926,0.5746,0.5009,0.5423,0.2156,0.11681274593632729,0.9984784957600082,0.6639322358069056,0.7084975947297714,0.7693520740376758,0.01890600198751058,0.10866941401306918,0.04850865788427994,0.3517149654840785,0.2764544549438401,0.8003904607727713,0.7293255224289644,0.5857786432614078,0.24492201829288926,0.47886227620595195,0.858192154735054,3
0.8784,0.1501,0.166,0.4368,0.4619,0.488,0.1623,0.7813,0.8433,0.1472,0.1609,0.5293,0.4408,0.4683,0.5348,0.1486,0.9334448623992513,0.8408228778204907,0.7617475562916883,0.5234939375392281,0.9597747526209164,0.681324903237419,0.05149036699575227,0.5042720536641907,0.4302957217233603,0.088152633399998,0.4143272939656847,0.6467032348208126,0.3101329923908234,0.7231364375078954,0.7081451548205017,0.49906060028969346,3
0.7653,0.2133,0.1036,0.4559,0.538,0.5131,0.2271,0.8496,0.8153,0.1866,0.1966,0.5658,0.5701,0.5603,0.4523,0.2153,0.39134011018456083,0.22174659582987155,0.9822343654435338,0.4616088011921987,0.7699278478231001,0.09175823732170851,0.2602675634997029,0.03681339340642198,0.5048338159803285,0.34682533337787225,0.7091399736754241,0.6681524835951139,0.5653925827170633,0.4866887198458394,0.4453286126463125,0.44572856864205196,3
0.877,0.131,0.2157,0.4878,0.5372,0.5445,0.1674,0.8372,0.8555,0.1799,0.1384,0.517,0.4495,0.5415,0.5443,0.1278,0.702346042177967,0.7829292391383924,0.36563164324718367,0.8888744454991004,0.4867689079880617,0.6114363890809611,0.1949681234570142,0.07793096329958704,0.6393613872005527,0.812159864252661,0.5856533995711448,0.5143315950756213,0.2769735896013361,0.2432702886110357,0.4734438043041148,0.6452382687000965,3
0.8318,0.1616,0.1654,0.5033,0.5011,0.5006,0.1643,0.8369,0.8341,0.1677,0.1684,0.5007,0.4974,0.4949,0.4986,0.1646,0.8764544532064936,0.9444849108572446,0.1465977186705868,0.15389846492848247,0.40806387805771027,0.7596781258997154,0.4920399271625494,0.9464597399490879,0.466546591581962,0.6521221372200974,0.20791691171243343,0.8440146486275161,0.5500050887936339,0.9199153541119575,0.6240939806354109,0.4599762983514491,3
0.8079,0.1082,0.1516,0.5108,0.5851,0.4403,0.0869,0.8444,0.8058,0.1172,0.1727,0.5143,0.5832,0.4314,0.5648,0.1278,0.6533725388442702,0.46614801434998776,0.02510730301418973,0.7562094740607387,0.5354242207731014,0.9265220145253441,0.18363139405724416,0.22758956747014503,0.5003462811979414,0.7800583182350935,0.3852016209441243,0.5148084886902013,0.92107861537687,0.4145461654729271,0.3779573773058232,0.7398515939424164,3
0.8993,0.2806,0.2207,0.4579,0.389,0.5175,0.1384,0.8932,0.7586,0.0764,0.2694,0.4598,0.4484,0.6149,0.5297,0.1586,0.6059876103159427,0.46389487372978155,0.7626098191398218,0.19769770844692658,0.3607056181565168,0.7285562845063812,0.8622453463621208,0.5343940785777151,0.37859932348208475,0.6357819251360295,0.7947387660086714,0.2565238758277572,0.47273478976882954,0.21831553046750155,0.23874865542963522,0.3009690401358355,3
0.8384,0.1619,0.1707,0.4948,0.5021,0.5002,0.1631,0.8327,0.8349,0.1644,0.1707,0.4981,0.5049,0.4946,0.5023,0.1709,0.688576294166873,0.13001476395072198,0.494475190505269,0.025293018030016712,0.21565892432304157,0.8084112970208548,0.4177938003022713,0.16820986638720548,0.5476044819918231,0.2966823520173275,0.325335794101384,0.6310985027006789,0.5268611358711088,0.8085274374325124,0.41676438103194685,0.390164931986292,3
0.8499,0.1458,0.1517,0.4936,0.502,0.516,0.1501,0.8393,0.8464,0.1477,0.1522,0.503,0.519,0.5007,0.4898,0.1531,0.4209063517038273,0.401697539384928,0.8282336536722057,0.19757064717336492,0.4673396068107246,0.9158322442498945,0.5019555674271843,0.5089589417709901,0.7373012373584955,0.8600088180434226,0.5255396688506682,0.5314456052376109,0.5171950371130365,0.4415823471770848,0.4106823932383464,0.3076385870129359,3
0.1918,0.7913,0.7929,0.2062,0.4808,0.5248,0.2089,0.1482,0.5044,0.5009,0.5299,0.8125,0.1541,0.4631,0.5058,0.8742,0.46058235227159805,0.17444853614285516,0.10288070829983043,0.7249881587644778,0.2017743647204857,0.9321709437080897,0.9102690584168914,0.5368003458224104,0.2610263915105834,0.7809584829179682,0.273884653701292,0.2904938581372476,0.47566838468910805,0.6608741276954069,0.6970735555703017,0.33542460424590986,4
0.1982,0.7929,0.8061,0.1649,0.4586,0.4464,0.1346,0.1709,0.52,0.5585,0.4593,0.8929,0.2,0.4823,0.5256,0.8954,0.2683025056848978,0.8071517729182003,0.9404671710236212,0.9259156970900125,0.5236058108355787,0.616583210075287,0.35263856129953486,0.11319159550510072,0.4657753878343555,0.7050536473954119,0.6727489169234545,0.8582429030082225,0.6052962426701642,0.38311960480756513,0.9125816909728375,0.22499187834696316,4
0.1782,0.9278,0.7231,0.2246,0.464,0.5013,0.1649,0.2691,0.4585,0.5132,0.4265,0.7329,0.2842,0.5213,0.6077,0.7901,0.15856364908193765,0.05096891446300633,0.6030598075399396,0.13911976466341947,0.8347981880487221,0.5089694653856958,0.2256050106654558,0.39243379135842427,0.4608365809320426,0.382072537800592,0.4659759387789672,0.4167943610926716,0.34871996140628536,0.5044272971458652,0.8741681576881422,0.4583343148865955,4
0.1591,0.8435,0.8342,0.1521,0.4964,0.4896,0.1638,0.1672,0.4886,0.4941,0.4977,0.8448,0.1739,0.5086,0.4982,0.841,0.4161548500594009,0.6136113155619894,0.6934357607639874,0.1390772151823665,0.4923295479966906,0.6756850806623723,0.9173741191197212,0.8131935898016165,0.46326374519099967,0.6986564493451023,0.6976041630753698,0.09733789706518046,0.3677450239338199,0.5947572271393844,0.46929921795358653,0.8836006875320053,4
0.0591,0.7439,0.8833,0.1661,0.6063,0.4471,0.1137,0.2788,0.562,0.4545,0.422,0.7363,0.1744,0.5139,0.5994,0.8087,0.0034893286055305284,0.6042118387323253,0.11979695439642579,0.5583896310833636,0.9688406418023171,0.2252549743464195,0.3797502852167478,0.2918050700246473,0.18037708892087875,0.65734302238137,0.5370061715337365,0.1530637634616497,0.13466159136981323,0.7635693109138847,0.19197358493954142,0.3118574156076238,4
0.153,0.8194,0.8482,0.1552,0.5058,0.5097,0.1664,0.1483,0.499,0.5006,0.5179,0.8145,0.178,0.5197,0.5051,0.8383,0.4222570659078536,0.1181689564352052,0.31292831869857773,0.2339789155010148,0.07948914324518652,0.06096114741805869,0.2695778081724016,0.7150464716327347,0.5865629431673725,0.5442748541141315,0.5958602610130485,0.9434710219465762,0.16927743640845339,0.47623150928926905,0.9077084421184484,0.49725528190416746,4
