var-0,var-1,var-2,var-3,var-4,var-5,var-6,ETIQ
0.1384,0.597,0.3465,0.0656,0.8608,0.191,0.5463,3
0.0787,0.6657,0.4832,0.0972,0.837,0.2709,0.6139,3
0.1224,0.679,0.5176,0.1585,0.7994,0.1598,0.4444,3
0.2259,0.7171,0.3939,0.1243,0.7054,0.2357,0.591,3
0.1447,0.5064,0.2864,0.1769,0.7693,0.2532,0.6362,3
0.1331,0.6975,0.2781,0.1082,0.7689,0.1943,0.5429,3
0.1276,0.6214,0.3011,0.1327,0.8271,0.1136,0.5721,3
0.16,0.6621,0.3733,0.1383,0.7291,0.1716,0.5452,3
0.129,0.71,0.425,0.1104,0.8124,0.2808,0.468,3
0.0835,0.7286,0.4842,0.0277,0.8118,0.2197,0.414,3
0.1006,0.7317,0.2139,0.1163,0.817,0.0573,0.4985,3
0.1042,0.6248,0.5,0.102,0.8341,0.1439,0.5113,3
0.086,0.697,0.5071,0.1537,0.6302,0.1727,0.4897,3
0.136,0.6938,0.5036,0.0907,0.8369,0.2415,0.5937,3
0.1462,0.6892,0.6267,0.1517,0.7882,0.2356,0.541,3
0.0929,0.6671,0.3989,0.0408,0.6915,0.0208,0.5337,3
0.7937,0.233,0.6134,0.5825,0.1906,0.7294,0.2746,4
0.8413,0.1027,0.5223,0.6634,0.1982,0.6757,0.3083,4
0.7762,0.1466,0.544,0.7946,0.2012,0.6442,0.3156,4
0.8149,0.3106,0.305,0.6714,0.2216,0.5042,0.2884,4
0.8119,0.11,0.5491,0.7433,0.2227,0.7038,0.2446,4
0.8501,0.3538,0.4236,0.6943,0.2619,0.6404,0.0712,4
0.7094,0.0691,0.5401,0.7171,0.161,0.7348,0.2975,4
0.8429,0.4077,0.6401,0.6434,0.2598,0.7715,0.3327,4
0.7436,0.2657,0.5325,0.7169,0.1849,0.6298,0.3695,4
0.7972,0.2442,0.2911,0.7503,0.1925,0.7282,0.1674,4
0.6545,0.0477,1.0,0.5108,0.1017,0.6701,0.3025,4
0.8613,0.316,0.6813,0.6279,0.2039,0.5113,0.2945,4
0.7616,0.0173,0.4605,0.6053,0.402,0.6197,0.2576,4
0.7934,0.3142,0.4727,0.6286,0.2386,0.5316,0.1807,4
0.6942,0.4552,0.7525,0.8106,0.1574,0.6872,0.3503,4
0.6112,0.038,0.6591,0.7976,0.2087,0.8157,0.2106,4
0.7285,0.1485,0.3921,0.8492,0.3014,0.448,0.3567,4
0.5902,0.1148,0.6704,0.9206,0.2838,0.8144,0.4578,4
0.7328,0.0859,0.5574,0.6865,0.1686,0.5922,0.3039,4
0.7901,0.1415,0.3547,0.7121,0.2953,0.8061,0.277,4
0.7262,0.2426,0.4365,0.713,0.4803,0.6195,0.3683,4
0.865,0.2371,0.4536,0.645,0.3469,0.6548,0.3775,4
0.7922,0.1805,0.3616,0.8532,0.1687,0.6651,0.2796,4
0.8478,0.192,0.301,0.6274,0.1753,0.5901,0.4509,4
0.6102,0.2748,0.7262,0.7593,0.3057,0.7046,0.2272,4
0.9354,0.17,0.1935,0.7029,0.3647,0.6075,0.3429,4
0.8839,0.2377,0.4385,0.7978,0.2389,0.4596,0.2703,4
0.6058,0.2999,0.6282,0.72,0.1859,0.6326,0.2723,4
0.8781,0.0449,0.4518,0.8314,0.165,0.4997,0.2588,4
0.7563,0.0856,0.6518,0.8009,0.1479,0.6759,0.1816,4
0.7709,0.1653,0.3957,0.6048,0.2774,0.489,0.2094,4
0.9064,0.2137,0.5415,0.7161,0.289,0.716,0.1933,4
0.6924,0.267,0.6066,0.6564,0.2345,0.6344,0.3852,4
0.7916,0.3435,0.5338,0.8362,0.1195,0.7706,0.3016,4
0.6974,0.1538,0.5824,0.843,0.1988,0.7161,0.2937,4
0.8836,0.2829,0.6279,0.7553,0.2495,0.7024,0.3499,4
0.7434,0.386,0.515,0.6695,0.3444,0.6998,0.4447,4
0.6494,0.1101,0.5608,0.5729,0.3956,0.7339,0.2828,4
0.8731,0.0961,0.6453,0.7635,0.1768,0.6902,0.2472,4
0.6723,0.1092,0.4115,0.6795,0.0,0.6991,0.3031,4
0.884,0.1997,0.3592,0.8231,0.0999,0.5306,0.3147,4
0.8442,0.0416,0.4095,0.7471,0.4095,0.7263,0.2302,4
0.8391,0.3333,0.5861,0.6246,0.1675,0.4465,0.0,4
0.6672,0.1774,0.3066,0.5913,0.2072,0.769,0.4391,4
0.7834,0.3944,0.6223,0.752,0.3365,0.6837,0.2411,4
0.6398,0.2494,0.4992,0.7945,0.3031,0.7233,0.3298,4
0.6653,0.1167,0.6503,0.6096,0.198,0.5645,0.361,4
0.7914,0.3158,0.496,0.5514,0.2917,0.5583,0.1517,4
0.8581,0.1921,0.6666,0.5511,0.2336,0.6139,0.0416,4
0.7376,0.372,0.4994,0.8536,0.3205,0.7264,0.1397,4
0.8774,0.0305,0.2726,0.7229,0.3162,0.7156,0.2461,4
0.789,0.3521,0.5491,0.9051,0.3173,0.453,0.1924,4
0.8146,0.2251,0.5498,0.6578,0.3615,0.5669,0.186,4
0.7632,0.3257,0.4624,0.7427,0.2754,0.6557,0.2238,4
0.6684,0.1352,0.4041,0.7234,0.2136,0.6759,0.2443,4
0.8909,0.1143,0.4189,0.7343,0.1115,0.7365,0.4051,4
0.8524,0.2906,0.2913,0.7093,0.2232,0.6236,0.1669,4
0.8625,0.2685,0.3151,0.7372,0.3261,0.6669,0.1822,4
0.886,0.236,0.3027,0.6919,0.289,0.6592,0.376,4
0.6739,0.2132,0.2693,0.5755,0.3287,0.6689,0.3319,4
0.8286,0.2694,0.261,0.5575,0.1384,0.8863,0.3334,4
0.7603,0.2532,0.4639,0.7182,0.1954,0.649,0.2517,4
0.762,0.1672,0.5686,0.7111,0.2,0.6413,0.3119,4
0.886,0.2968,0.4441,0.7616,0.1464,0.7353,0.2462,4
0.8497,0.0706,0.572,0.8203,0.3814,0.73,0.3342,4
0.7199,0.1277,0.4851,0.5168,0.1977,0.7447,0.0406,4
0.8366,0.1955,0.4766,0.7621,0.2912,0.6182,0.4659,4
0.7759,0.1222,0.5724,0.6928,0.2987,0.636,0.2497,4
0.7255,0.1946,0.3734,0.7565,0.26,0.4741,0.357,4
0.8298,0.2431,0.348,0.7101,0.1554,0.6656,0.2788,4
0.6808,0.2271,0.7393,0.8038,0.1204,0.6927,0.3202,4
0.8015,0.0446,0.5258,0.8833,0.1875,0.5212,0.3224,4
0.6068,0.2677,0.4576,0.6112,0.2181,0.9559,0.2278,4
0.8014,0.0694,0.4001,0.8416,0.2198,0.4882,0.3197,4
0.8059,0.2449,0.5765,0.7011,0.3139,0.5954,0.2856,4
0.7436,0.117,0.3402,0.6548,0.2057,0.6521,0.3409,4
0.7075,0.1439,0.4352,0.7734,0.179,0.6672,0.2837,4
0.7735,0.4478,0.5238,0.803,0.3167,1.0,0.395,4
0.6823,0.3061,0.5961,0.6509,0.2239,0.755,0.2275,4
0.907,0.4208,0.8456,1.0,0.2304,0.8476,0.1376,4
0.7588,0.2767,0.5687,0.5871,0.1398,0.6026,0.351,4
0.8052,0.2928,0.4838,0.7894,0.1115,0.6608,0.2632,4
0.7412,0.1899,0.4682,0.6368,0.2127,0.6327,0.1735,4
0.7786,0.1288,0.5238,0.671,0.3718,0.6586,0.1997,4
0.8359,0.1812,0.2783,0.8077,0.2531,0.7251,0.2318,4
0.7895,0.1884,0.5474,0.8433,0.2207,0.5135,0.3407,4
0.7793,0.1678,0.7403,0.898,0.0271,0.7043,0.2024,4
0.6703,0.171,0.5069,0.7134,0.3887,0.6523,0.3741,4
0.7496,0.2213,0.4315,0.7258,0.2348,0.5885,0.3067,4
0.9367,0.1712,0.533,0.6634,0.1551,0.6038,0.3542,4
0.7099,0.2374,0.4825,0.6716,0.3633,0.7036,0.2972,4
0.9195,0.3767,0.3061,0.6203,0.3411,0.7438,0.3001,4
0.8517,0.4049,0.6344,0.7084,0.3723,0.7498,0.3278,4
0.6463,0.0,0.5648,0.8196,0.1459,0.5233,0.4894,4
0.8014,0.2346,0.6348,0.7997,0.1746,0.5622,0.188,4
0.759,0.3179,0.5948,0.6192,0.277,0.7317,0.464,4
0.7427,0.3279,0.5084,0.7325,0.3767,0.618,0.2881,4
0.7885,0.1862,0.2264,0.6778,0.3435,0.6226,0.2299,4
1.0,0.2506,0.4244,0.6597,0.1436,0.8125,0.0608,4
0.8263,0.119,0.3457,0.5654,0.2055,0.5544,0.3422,4
0.7652,0.1991,0.3949,0.4931,0.1367,0.3331,0.3216,5
0.6796,0.288,0.4186,0.5293,0.1405,0.4154,0.3898,5
0.7808,0.1862,0.3008,0.4583,0.0986,0.4074,0.3416,5
0.7095,0.1776,0.513,0.4931,0.1586,0.3891,0.3708,5
0.7216,0.1414,0.2939,0.5298,0.1167,0.412,0.3658,5
0.7471,0.1745,0.3552,0.4718,0.146,0.3759,0.3833,5
0.7865,0.1452,0.3592,0.4855,0.0903,0.3542,0.4314,5
0.7531,0.1276,0.4571,0.5164,0.059,0.3872,0.3551,5
0.7256,0.2719,0.3596,0.5098,0.1061,0.3692,0.3844,5
0.7206,0.1902,0.3531,0.4899,0.1274,0.3616,0.3645,5
0.6983,0.2596,0.4826,0.4896,0.158,0.4719,0.3998,5
0.6649,0.2856,0.4673,0.4898,0.1318,0.3483,0.3342,5
0.7284,0.2564,0.5201,0.4797,0.1081,0.3845,0.3373,5
0.7423,0.2044,0.3628,0.4742,0.0895,0.4303,0.3685,5
0.7165,0.2249,0.2647,0.4276,0.0738,0.3464,0.3487,5
0.6894,0.2347,0.3853,0.4396,0.1245,0.3787,0.429,5
0.7801,0.1649,0.4718,0.5166,0.1564,0.3266,0.4301,5
0.7684,0.1641,0.2733,0.5558,0.1374,0.393,0.3615,5
0.7108,0.2338,0.3602,0.5217,0.0512,0.3939,0.3917,5
0.7258,0.1941,0.4209,0.4418,0.0929,0.4103,0.3053,5
0.6868,0.1118,0.4488,0.4721,0.1281,0.3224,0.4499,5
0.6928,0.1938,0.3494,0.4938,0.116,0.3787,0.406,5
0.7166,0.1842,0.3629,0.5433,0.1161,0.3618,0.4048,5
0.6922,0.3306,0.3275,0.5099,0.1341,0.3359,0.3768,5
0.7367,0.2105,0.3807,0.4472,0.1291,0.3675,0.3964,5
0.7905,0.2119,0.3332,0.4922,0.1146,0.3581,0.3946,5
0.6426,0.2854,0.4845,0.5169,0.0482,0.3621,0.4009,5
0.7489,0.2691,0.4577,0.5363,0.0965,0.3461,0.4323,5
0.7319,0.1873,0.3862,0.4705,0.1066,0.4255,0.3367,5
0.6988,0.202,0.5557,0.5612,0.1055,0.4029,0.3816,5
0.7329,0.1858,0.4265,0.5178,0.2023,0.3477,0.394,5
0.7352,0.2045,0.3767,0.4697,0.1352,0.2664,0.3831,5
0.7517,0.2151,0.4054,0.5143,0.0766,0.305,0.3824,5
0.7498,0.2964,0.4355,0.5338,0.0687,0.3027,0.2744,5
0.705,0.2215,0.4428,0.4964,0.1469,0.4017,0.3274,5
0.7563,0.2994,0.379,0.4687,0.1697,0.2653,0.4123,5
0.7382,0.2029,0.3541,0.5284,0.0694,0.3517,0.359,5
0.6763,0.1842,0.4487,0.5097,0.1613,0.4065,0.3819,5
0.7091,0.2427,0.5412,0.4758,0.2034,0.3233,0.3841,5
0.8103,0.2703,0.3591,0.4822,0.1785,0.3454,0.4094,5
0.7113,0.2313,0.4162,0.5497,0.0913,0.3442,0.4087,5
0.7413,0.236,0.4109,0.426,0.1227,0.3148,0.3494,5
0.7385,0.3205,0.3718,0.496,0.1641,0.3862,0.3522,5
0.7586,0.2215,0.3278,0.5154,0.1175,0.3043,0.4191,5
0.6951,0.2442,0.3319,0.462,0.0913,0.3745,0.3295,5
0.7053,0.1423,0.3872,0.5402,0.1026,0.3683,0.3744,5
0.6755,0.1923,0.4763,0.4285,0.1283,0.2802,0.4265,5
0.6569,0.152,0.345,0.5392,0.1197,0.3686,0.4122,5
0.6841,0.1886,0.3472,0.5125,0.1629,0.349,0.3378,5
0.7037,0.2499,0.4719,0.4898,0.1169,0.3232,0.4429,5
0.7372,0.1911,0.444,0.4243,0.1388,0.3414,0.3176,5
0.7378,0.258,0.499,0.4942,0.119,0.4355,0.4329,5
0.7292,0.2074,0.4149,0.4764,0.1066,0.293,0.3413,5
0.7098,0.1861,0.4819,0.4846,0.1129,0.3217,0.3597,5
0.7326,0.1896,0.381,0.5612,0.1462,0.3743,0.2862,5
0.6686,0.2235,0.406,0.5042,0.121,0.3,0.375,5
0.7165,0.2144,0.416,0.5074,0.1227,0.2994,0.4261,5
0.6786,0.249,0.3338,0.4451,0.1525,0.3818,0.3065,5
0.7843,0.2006,0.4104,0.4833,0.1087,0.3437,0.3822,5
0.7339,0.1668,0.378,0.5738,0.1598,0.3023,0.3961,5
0.8067,0.2429,0.3149,0.4776,0.1145,0.3224,0.2905,5
0.7268,0.1585,0.3836,0.5069,0.0732,0.2612,0.4519,5
0.7465,0.2584,0.454,0.5047,0.0878,0.3171,0.3453,5
0.7411,0.2808,0.4662,0.5072,0.1428,0.3293,0.3513,5
0.7509,0.1803,0.4426,0.4984,0.0197,0.4081,0.3941,5
0.7567,0.2707,0.5048,0.468,0.0415,0.3078,0.4122,5
0.7035,0.1604,0.4817,0.5038,0.1688,0.3732,0.3485,5
0.7625,0.1948,0.3651,0.4256,0.1172,0.3034,0.3646,5
0.7896,0.2147,0.4333,0.5166,0.1353,0.3087,0.3558,5
0.8046,0.2063,0.4196,0.5029,0.0862,0.3736,0.3952,5
0.7073,0.1555,0.3727,0.5177,0.026,0.3675,0.4164,5
0.7231,0.3219,0.3929,0.513,0.0796,0.3134,0.3666,5
0.7124,0.1909,0.432,0.4599,0.1951,0.3087,0.3885,5
0.7495,0.1572,0.3003,0.4929,0.1445,0.3635,0.4097,5
0.7839,0.1584,0.3779,0.4534,0.1186,0.3551,0.4116,5
0.6754,0.2391,0.3713,0.556,0.121,0.2673,0.388,5
0.7399,0.1892,0.4318,0.4866,0.0871,0.3132,0.3068,5
0.6962,0.2052,0.401,0.4975,0.1588,0.2952,0.3441,5
0.7343,0.1771,0.4896,0.4727,0.0635,0.3345,0.3303,5
0.7429,0.1926,0.396,0.537,0.0901,0.3435,0.3801,5
0.7478,0.2411,0.4081,0.4573,0.1344,0.3052,0.3331,5
0.7471,0.2309,0.3997,0.5164,0.091,0.3812,0.324,5
0.7368,0.2255,0.479,0.5033,0.1237,0.3506,0.4088,5
0.6969,0.1642,0.1935,0.4526,0.1416,0.3219,0.3589,5
0.7296,0.2735,0.4618,0.522,0.1406,0.3715,0.363,5
0.7177,0.2316,0.4411,0.4869,0.1542,0.3641,0.3497,5
0.6917,0.2159,0.4622,0.4924,0.1608,0.3662,0.3647,5
0.7356,0.1207,0.296,0.5559,0.0384,0.379,0.3793,5
0.7153,0.2309,0.3524,0.4223,0.0973,0.352,0.3896,5
0.7062,0.2227,0.5012,0.4437,0.1018,0.2685,0.3466,5
0.743,0.2214,0.4156,0.4336,0.152,0.2576,0.3614,5
0.6977,0.1197,0.3785,0.5172,0.1207,0.3512,0.3037,5
0.7001,0.2101,0.3951,0.4948,0.1074,0.3576,0.3863,5
0.7128,0.2294,0.2913,0.4323,0.1226,0.3616,0.3848,5
0.7234,0.1303,0.4397,0.4895,0.1297,0.3056,0.3681,5
0.8042,0.2961,0.5465,0.4488,0.124,0.4097,0.3384,5
0.7752,0.2234,0.3414,0.496,0.0945,0.4094,0.3003,5
0.6996,0.2066,0.4219,0.5111,0.1486,0.3119,0.3182,5
0.7482,0.1881,0.4194,0.49,0.0433,0.3594,0.3924,5
0.7414,0.2424,0.3565,0.5037,0.0598,0.3666,0.3117,5
